,Activation,Learning_Rate,Max_Iterations,Hidden_Neurons,Train_Size,MSE_Train,RMSE_Train,MAE_Train,R2_Train,MSE_Test,RMSE_Test,MAE_Test,R2_Test
12,TanH,0.001,100,12,0.85,2945.7170910249797,54.27446076217598,61.19002139335711,0.9198702543154049,5808.01236700286,76.21031667040138,61.19002139335711,0.5121078538341194
13,TanH,0.001,150,10,0.8,2271.2646642344785,47.657787026198335,57.83052206211784,0.9410463154795342,4933.227714969729,70.23693981780335,57.83052206211784,0.5072718714131668
14,TanH,0.001,150,10,0.85,2524.533016764117,50.24473123387284,56.606652322635334,0.9313273534576655,4886.824269521749,69.90582428898001,56.606652322635334,0.5894906845691116
15,TanH,0.001,150,12,0.8,2518.436338526199,50.184024734233894,62.127366048483225,0.9346306470908831,5717.76568911493,75.61590896838396,62.127366048483225,0.42891264087676695
16,TanH,0.001,150,12,0.85,2550.300534227557,50.50050033640812,57.3630160505619,0.9306264223914882,5022.418202449885,70.8690214582499,57.3630160505619,0.5781003481229929
17,Sigmoid,0.01,100,10,0.8,15919.941431672836,126.17425027188723,114.72519888095843,0.5867768210696552,18558.099113637043,136.22811425560087,114.72519888095843,-0.8535729495404936
18,Sigmoid,0.01,100,10,0.85,14210.826770962327,119.20917234408738,98.67550170485892,0.6134354047119897,13351.714354246698,115.54961858113897,98.67550170485892,-0.12158793054512262
19,Sigmoid,0.01,100,12,0.8,12408.714541085496,111.39440982870502,106.53259958345679,0.6779153685260921,16077.423695794938,126.796781093981,106.53259958345679,-0.605804424168013
20,Sigmoid,0.01,100,12,0.85,11128.188008253688,105.4902270746143,94.23038514173734,0.6972897099492144,11979.118438333799,109.4491591485919,94.23038514173734,-0.006285358009650244
21,Sigmoid,0.01,150,10,0.8,18658.827200748114,136.59731769236214,123.56426411307721,0.515685411023843,21473.697895059304,146.53906610545636,123.56426411307721,-1.1447813863456568
22,Sigmoid,0.01,150,10,0.85,16340.873881349658,127.83142759646259,103.02426153327838,0.5554936105826171,14577.016023159713,120.73531390260148,103.02426153327838,-0.2245173017604769
23,Sigmoid,0.01,150,12,0.8,13808.919194828264,117.51135772693746,111.18399353209215,0.6415712010141736,17416.80995322336,131.97276216410475,111.18399353209215,-0.7395816025607764
24,Sigmoid,0.01,150,12,0.85,14146.346933246798,118.93841655767407,100.38874388342747,0.6151893929051095,13652.416317085055,116.84355488038292,100.38874388342747,-0.14684788468003562
25,Sigmoid,0.001,100,10,0.8,36252.64778532133,190.40128094453917,106.87163254272406,0.059014480248719914,16122.942774481107,126.9761504160569,106.87163254272406,-0.6103508452440103
26,Sigmoid,0.001,100,10,0.85,31736.306941480063,178.14686901958189,106.08828269474455,0.13670521451732953,15713.066044177898,125.35176921040204,106.08828269474455,-0.3199492409304652
27,Sigmoid,0.001,100,12,0.8,34116.0364703858,184.7052692003826,112.70444702397654,0.11447305862889368,17918.31222512367,133.85930010695435,112.70444702397654,-0.7896713795166739
28,Sigmoid,0.001,100,12,0.85,32767.699234235854,181.01850522594603,111.33980821503303,0.10864915904228856,17431.00240066463,132.02652158056966,111.33980821503303,-0.4642615465833593
29,Sigmoid,0.001,150,10,0.8,34388.55316848288,185.44150875271393,106.01736974486552,0.10739952655702067,15948.22329061254,126.28627514743057,106.01736974486552,-0.5928999572477027
30,Sigmoid,0.001,150,10,0.85,31182.070223372044,176.5844563470184,105.95216886225295,0.15178162745812795,15729.669940306447,125.41798092899776,105.95216886225295,-0.32134402282915686
31,Sigmoid,0.001,150,12,0.8,32467.895490060528,180.18849988292962,110.52304351804203,0.15725274209308215,17254.963243311875,131.35814875108386,110.52304351804203,-0.7234164402978152
32,Sigmoid,0.001,150,12,0.85,31488.18542340501,177.4491065725748,108.7133962756837,0.14345464548027087,16631.723819946612,128.96404080187085,108.7133962756837,-0.39711951631730336
33,Relu,0.01,100,10,0.8,2104.262719920222,45.87224345854715,51.85991679831076,0.9453810722757993,3918.8531112956043,62.60074369602652,51.85991679831076,0.6085870607845596
34,Relu,0.01,100,10,0.85,268451.52079221926,518.1230749466957,449.373442918919,-6.30245010807825,213840.78687894685,462.4292236428693,449.373442918919,-16.963329596353578
35,Relu,0.01,100,12,0.8,271883.4898180219,521.4244814141564,445.58605226530614,-6.0570963117842105,208558.99835096285,456.6826013228037,445.58605226530614,-19.830760486807353
36,Relu,0.01,100,12,0.85,268451.52079221926,518.1230749466957,449.373442918919,-6.30245010807825,213840.78687894685,462.4292236428693,449.373442918919,-16.963329596353578
37,Relu,0.01,150,10,0.8,271883.4898180219,521.4244814141564,445.58605226530614,-6.0570963117842105,208558.99835096285,456.6826013228037,445.58605226530614,-19.830760486807353
38,Relu,0.01,150,10,0.85,268451.52079221926,518.1230749466957,449.373442918919,-6.30245010807825,213840.78687894685,462.4292236428693,449.373442918919,-16.963329596353578
39,Relu,0.01,150,12,0.8,271883.4898180219,521.4244814141564,445.58605226530614,-6.0570963117842105,208558.99835096285,456.6826013228037,445.58605226530614,-19.830760486807353
40,Relu,0.01,150,12,0.85,268451.52079221926,518.1230749466957,449.373442918919,-6.30245010807825,213840.78687894685,462.4292236428693,449.373442918919,-16.963329596353578
41,Relu,0.001,100,10,0.8,2373.219089304462,48.715696539251724,56.55414403500479,0.9383999532542551,4690.226584778124,68.48522895324308,56.55414403500479,0.5315426934878233
42,Relu,0.001,100,10,0.85,2650.4033839057765,51.48206856669394,55.5796919757015,0.927903412801919,4734.411697058929,68.80706138950369,55.5796919757015,0.6022938420665052
43,Relu,0.001,100,12,0.8,2447.5614709088322,49.47283568695888,57.46514823150162,0.936470298212014,4845.837789973792,69.61205204541662,57.46514823150162,0.5160003300792707
44,Relu,0.001,100,12,0.85,2993.6132388961573,54.71392180145888,59.460948505123554,0.918567377620327,5338.084357219677,73.06219513003751,59.460948505123554,0.5515833526362839
45,Relu,0.001,150,10,0.8,2437.323602381577,49.36925766488268,57.3281654485097,0.9367360356581259,4814.2735812926185,69.38496653665416,57.3281654485097,0.5191529462511546
46,Relu,0.001,150,10,0.85,2733.3959438007178,52.281889252404774,56.41099828357335,0.9256458393443874,4892.351704630445,69.94534798419724,56.41099828357335,0.5890263618356932
47,Relu,0.001,150,12,0.8,2544.1697883564693,50.43976396015815,58.74333222373037,0.9339627012953946,5050.330494927558,71.06567733391104,58.74333222373037,0.49557570878806667
48,Relu,0.001,150,12,0.85,2759.6011728482763,52.531906236574706,56.678024637412044,0.9249330015957844,4938.133603522103,70.27185498848101,56.678024637412044,0.5851805317144108
